player,position,team,teamsignedwith,age,years,contract,salary,guaranteed,guaranteedpct,yearfreeagent
Mike Mohamed (20132015) ,ILB ,HOU ,HOU ,27,3,1710000,570000, , ,2016
Audie Cole (20132015) ,ILB ,MIN ,MIN ,26,3,1710000,570000, , ,2016
Ben Gardner (20142017) ,DE ,DAL ,DAL ,24,4,2279175,569794,59175,2.6,2018
Ulrick John (20142017) ,LT ,IND ,IND ,23,4,2277848,569462,57848,2.54,2018
Trevor Reilly (20142017) ,OLB ,NYJ ,NYJ ,27,4,2276848,569212,56848,2.5,2018
Corey White (20122015) ,CB ,DAL ,NO ,25,4,2276500,569125,176500,7.75,2016
Terrence Fede (20142017) ,DE ,MIA ,MIA ,23,4,2275952,568988,55952,2.46,2018
Greg Zuerlein (20122015) ,K ,STL ,STL ,27,4,2275473,568868,128820,5.66,2016
David Quessenberry (20132016) ,LT ,HOU ,HOU ,24,4,2273452,568363,113452,4.99,2017
Jeff Janis (20142017) ,WR ,GB ,GB ,24,4,2271392,567848,51392,2.26,2018
Seantrel Henderson (20142017) ,RT ,BUF ,BUF ,23,4,2270880,567720,50880,2.24,2018
Tourek Williams (20132016) ,OLB ,SD ,SD ,24,4,2270060,567515,110060,4.85,2017
James Wright (20142017) ,WR ,CIN ,CIN ,23,4,2269824,567456,49824,2.2,2018
Jonathan Massaquoi (20122015) ,DE ,TEN ,ATL ,27,4,2268860,567215,168860,7.44,2016
Corey Nelson (20142017) ,OLB ,DEN ,DEN ,23,4,2268600,567150,48600,2.14,2018
Kaleb Ramsey (20142017) ,DT ,SF ,SF ,26,4,2268200,567050,48200,2.13,2018
Nick Moody (20132016) ,ILB ,SF ,SF ,25,4,2267672,566918,107672,4.75,2017
Trey Millard (20142017) ,FB ,SF ,SF ,24,4,2267148,566787,47148,2.08,2018
Charles Leno (20142017) ,LT ,CHI ,CHI ,23,4,2266512,566628,46512,2.05,2018
Latavius Murray (20132016) ,RB ,OAK ,OAK ,24,4,2266200,566550,106200,4.69,2017
Jonathan Dowling (20142017) ,S ,OAK ,OAK ,23,4,2265896,566474,45896,2.03,2018
Demetrius Rhaney (20142017) ,C ,STL ,STL ,23,4,2265896,566474,45896,2.03,2018
Terrance Mitchell (20142017) ,CB ,CHI ,DAL ,23,4,2265896,566474,45896,2.03,2018
Tyler Starr (20142017) ,OLB ,ATL ,ATL ,24,4,2265896,566474,45896,2.03,2018
Lonnie Ballentine (20142017) ,S ,HOU ,HOU ,22,4,2265896,566474,45896,2.03,2018
Mychal Rivera (20132016) ,TE ,OAK ,OAK ,24,4,2264852,566213,104852,4.63,2017
Andre Ellington (20132016) ,RB ,ARI ,ARI ,26,4,2263864,565966,103864,4.59,2017
Cornelius Washington (20132016) ,DE ,CHI ,CHI ,25,4,2263788,565947,103788,4.58,2017
Mike James (20132016) ,RB ,TB ,TB ,24,4,2263152,565788,103152,4.56,2017
Marvin Jones (20122015) ,WR ,CIN ,CIN ,25,4,2262800,565700,162800,7.19,2016
Rex Burkhead (20132016) ,RB ,CIN ,CIN ,25,4,2262200,565550,102200,4.52,2017
George Iloka (20122015) ,S ,CIN ,CIN ,25,4,2260300,565075,160300,7.09,2016
Nate Palmer (20132016) ,OLB ,GB ,GB ,25,4,2258896,564724,98896,4.38,2017
Alan Bonner (20132016) ,WR ,HOU ,HOU ,24,4,2257000,564250,97000,4.3,2017
Mike Catapano (20132016) ,DE ,KC ,KC ,24,4,2254124,563531,69124,3.07,2017
Chris Jones (20132016) ,DT ,NE ,HOU ,25,4,2252512,563128,92512,4.11,2017
Theo Riddick (20132016) ,RB ,DET ,DET ,24,4,2251000,562750,91000,4.04,2017
Kapron LewisMoore (20132016) ,DE ,BAL ,BAL ,25,4,2248232,562058,88232,3.92,2017
Vick Ballard (20122015) ,RB ,IND ,IND ,25,4,2244560,561140,144560,6.44,2016
Asa Jackson (20122015) ,CB ,BAL ,BAL ,25,4,2244560,561140,144560,6.44,2016
Ryan Griffin (20132016) ,TE ,HOU ,HOU ,25,4,2238680,559670,78680,3.51,2017
Stacy McGee (20132016) ,DT ,OAK ,OAK ,25,4,2238680,559670,78680,3.51,2017
Vince Williams (20132016) ,ILB ,PIT ,PIT ,25,4,2238680,559670,78680,3.51,2017
Jeremy Harris (20132016) ,CB ,JAC ,JAC ,24,4,2228900,557225,68900,3.09,2017
Brice Butler (20132016) ,WR ,OAK ,OAK ,25,4,2227500,556875,67500,3.03,2017
Demetrius McCray (20132016) ,CB ,JAC ,JAC ,24,4,2226964,556741,66964,3.01,2017
Jeremy Lane (20122015) ,CB ,SEA ,SEA ,25,4,2225116,556279,125116,5.62,2016
Alfred Morris (20122015) ,RB ,WAS ,WAS ,26,4,2223100,555775,123100,5.54,2016
Michael Mauti (20132016) ,ILB ,MIN ,MIN ,25,4,2222728,555682,62728,2.82,2017
Tommy Bohanon (20132016) ,FB ,NYJ ,NYJ ,24,4,2222248,555562,62248,2.8,2017
Keith Tandy (20122015) ,CB ,TB ,TB ,26,4,2220600,555150,120600,5.43,2016
Armonty Bryant (20132016) ,DE ,CLE ,CLE ,25,4,2220600,555150, , ,2017
Jordan Poyer (20132016) ,CB ,CLE ,PHI ,24,4,2220256,555064,60256,2.71,2017
Jordan Gay (20152016) ,P ,BUF ,BUF ,25,2,1110000,555000, , ,2017
Adrian Phillips (20152016) ,CB ,SD ,SD ,23,2,1110000,555000, , ,2017
Jeff Tuel (20152016) ,QB ,JAC ,BUF ,24,2,1110000,555000, , ,2017
Rod Sweeting (20152016) ,CB ,BUF ,BUF ,24,2,1110000,555000, , ,2017
William Campbell (20152016) ,G ,BUF ,BUF ,24,2,1110000,555000, , ,2017
Kenjon Barner (20152016) ,RB ,PHI ,PHI ,26,2,1110000,555000, , ,2017
Spencer Ware (20152016) ,RB ,KC ,KC ,23,2,1110000,555000, , ,2017
Armon Binns (20152016) ,WR ,KC ,KC ,25,2,1110000,555000, , ,2017
Chris Gragg (20132016) ,TE ,BUF ,BUF ,25,4,2219175,554794,59175,2.67,2017
Justin Bethel (20122015) ,CB ,ARI ,ARI ,25,4,2214224,553556,114224,5.16,2016
Shaun Prater (20122015) ,CB ,MIN ,CIN ,25,4,2212000,553000,185000,8.36,2016
Garrett Gilkey (20132016) ,G ,TB ,CLE ,25,4,2211392,552848,51392,2.32,2017
Sam Barrington (20132016) ,ILB ,GB ,GB ,24,4,2209000,552250,49000,2.22,2017
Marquess Wilson (20132016) ,WR ,CHI ,CHI ,22,4,2207148,551787,47148,2.14,2017
Michael Bowie (20132016) ,RT ,CLE ,SEA ,23,4,2205896,551474,45896,2.08,2017
Kemal Ishmael (20132016) ,S ,ATL ,ATL ,24,4,2205896,551474,45896,2.08,2017
Daimion Stafford (20132016) ,S ,TEN ,TEN ,24,4,2205896,551474,45896,2.08,2017
Sean Renfree (20132016) ,QB ,ATL ,ATL ,25,4,2205896,551474,45896,2.08,2017
Don Jones (20132016) ,S ,MIA ,MIA ,25,4,2205896,551474,45896,2.08,2017
Marcus Cooper (20132016) ,CB ,KC ,SF ,25,4,2205896,551474,45896,2.08,2017
James Hanna (20122015) ,TE ,DAL ,DAL ,26,4,2204852,551213,104852,4.76,2016
Danny Trevathan (20122015) ,ILB ,DEN ,DEN ,25,4,2204072,551018,104072,4.72,2016
Randy Bullock (20122015) ,K ,HOU ,HOU ,25,4,2203108,550777,178108,8.08,2016
Rashaun Allen (20152016) ,TE ,SEA ,SEA ,25,2,1100000,550000, , ,2017
Ryan Robinson (20152016) ,DE ,SEA ,SEA ,24,2,1100000,550000, , ,2017
Deveron Carr (20152016) ,CB ,IND ,IND ,24,2,1100000,550000, , ,2017
Al LouisJean (20152016) ,CB ,CHI ,CHI ,21,2,1100000,550000, , ,2017
Ty Nsekhe (20152016) ,RT ,WAS ,WAS ,29,2,1100000,550000, , ,2017
Collin Mooney (20152016) ,FB ,ATL ,ATL ,29,2,1100000,550000, , ,2017
Alex Tanney (20152016) ,QB ,TEN ,TEN ,27,2,1100000,550000, , ,2017
Davon Coleman (20152016) ,DE ,DAL ,DAL ,24,2,1100000,550000, , ,2017
Robert Steeples (20152016) ,CB ,DAL ,DAL ,25,2,1100000,550000, , ,2017
Demontre Hurst (20152016) ,CB ,CHI ,CHI ,24,2,1100000,550000, , ,2017
Julian Talley (20152016) ,WR ,NYG ,NYG ,26,2,1100000,550000, , ,2017
B.J. Daniels (20142016) ,WR ,SEA ,SEA ,25,2,1100000,550000, , ,2017
Brad Sorensen (20152016) ,QB ,SD ,SD ,27,2,1100000,550000, , ,2017
Peyton Thompson (20152016) ,CB ,JAC ,JAC ,24,2,1100000,550000, , ,2017
Charles James (20152016) ,CB ,HOU ,HOU ,25,2,1100000,550000, , ,2017
Nick Williams (20152016) ,WR ,ATL ,ATL ,24,2,1100000,550000, , ,2017
Kyle Miller (20152016) ,TE ,SD ,ATL ,27,2,1100000,550000, , ,2017
Freddie Martino (20152016) ,WR ,ATL ,ATL ,23,2,1100000,550000, , ,2017
Phillip Supernaw (20152016) ,TE ,TEN ,TEN ,25,2,1100000,550000, , ,2017
Sean McGrath (20152016) ,TE ,IND ,IND ,27,2,1100000,550000, , ,2017
Matthew Tucker (20152016) ,RB ,PHI ,PHI ,24,2,1100000,550000, , ,2017
Travis Bond (20152016) ,G ,STL ,STL ,24,2,1100000,550000, , ,2017
Doug Worthington (20152016) ,DE ,STL ,STL ,27,2,1100000,550000, , ,2017
Myles White (20152016) ,WR ,GB ,GB ,25,2,1100000,550000, , ,2017
Sam Montgomery (20152016) ,DE ,CIN ,CIN ,25,2,1100000,550000, , ,2017
Ryan Griffin (20152016) ,QB ,NO ,NO ,25,2,1100000,550000, , ,2017
Matthew Masifilo (20152016) ,DT ,TB ,TB ,25,2,1100000,550000, , ,2017
Kelcy Quarles (20152016) ,DT ,IND ,IND ,23,2,1100000,550000, , ,2017
Ray Agnew (20152016) ,FB ,DAL ,DAL ,24,2,1100000,550000, , ,2017
Alex Kupper (20152016) ,G ,BUF ,BUF ,25,2,1100000,550000, , ,2017
Kwame Geathers (20152016) ,DT ,CIN ,CIN ,24,2,1100000,550000, , ,2017
Brad Smelley (20152016) ,TE ,STL ,STL ,26,2,1100000,550000, , ,2017
Ryan Spadola (20152016) ,WR ,ARI ,ARI ,24,2,1100000,550000, , ,2017
Howard Jones (20152016) ,OLB ,PIT ,PIT ,25,2,1100000,550000, , ,2017
Antoine McClain (20152016) ,G ,ARI ,ARI ,25,2,1100000,550000, , ,2017
Ken Bishop (20152016) ,DT ,DAL ,DAL ,24,2,1100000,550000, , ,2017
K'Wuan Williams (20152016) ,CB ,CLE ,CLE ,24,2,1100000,550000, , ,2017
Nate Ebner (20122015) ,S ,NE ,NE ,25,4,2196600,549150,96600,4.4,2016
Johnathan Grimes (20132015) ,RB ,HOU ,HOU ,25,3,1635000,545000, , ,2016
Evan Rodriguez (20132015) ,FB ,TB ,BUF ,26,3,1635000,545000, , ,2016
Brad Nortman (20122015) ,P ,CAR ,CAR ,25,4,2178680,544670,78680,3.61,2016
Billy Winn (20122015) ,DE ,CLE ,CLE ,26,4,2178680,544670,78680,3.61,2016
Darius Fleming (20142015) ,OLB ,NE ,NE ,26,2,1080000,540000, , ,2016
Mario Butler (20142015) ,CB ,BUF ,BUF ,26,2,1080000,540000, , ,2016
Tavarres King (20142015) ,WR ,TB ,JAC ,25,2,1080000,540000, , ,2016
Robert Hughes (20142015) ,FB ,ARI ,ARI ,26,2,1080000,540000, , ,2016
Isaiah Frey (20142015) ,CB ,TB ,TB ,25,2,1080000,540000, , ,2016
Ross Ventrone (20142015) ,S ,PIT ,PIT ,28,2,1080000,540000, , ,2016
Kevin Reddick (20142015) ,ILB ,CAR ,CAR ,25,2,1080000,540000, , ,2016
C.J. Wilson (20142015) ,CB ,TB ,TB ,25,2,1080000,540000, , ,2016
Drew Butler (20142015) ,P ,ARI ,ARI ,26,2,1080000,540000, , ,2016
Leon McFadden (20142015) ,CB ,SF ,SF ,24,2,1080000,540000, , ,2016
David Bass (20142015) ,DE ,CHI ,CHI ,24,2,1080000,540000, , ,2016
Nico Johnson (20142015) ,ILB ,CIN ,CIN ,25,2,1080000,540000, , ,2016
Emmanuel Acho (20142015) ,ILB ,PHI ,PHI ,24,2,1080000,540000, , ,2016
Brandon Bair (20142015) ,DT ,PHI ,PHI ,30,2,1080000,540000, , ,2016
Bacarri Rambo (20142015) ,S ,BUF ,BUF ,25,2,1080000,540000, , ,2016
David Molk (20142015) ,C ,PHI ,PHI ,26,2,1080000,540000, , ,2016
Nick Becton (20142015) ,LT ,NO ,SD ,25,2,1080000,540000, , ,2016
Kenny Demens (20142015) ,ILB ,ARI ,ARI ,25,2,1080000,540000, , ,2016
Chris Thompson (20142015) ,RB ,WAS ,WAS ,24,2,1080000,540000, , ,2016
Travis Lewis (20122015) ,ILB ,DET ,DET ,27,4,2159172,539793,59172,2.74,2016
J.R. Sweezy (20122015) ,G ,SEA ,SEA ,26,4,2156848,539212,56848,2.64,2016
Rishard Matthews (20122015) ,WR ,MIA ,MIA ,25,4,2153612,538403,53612,2.49,2016
Bryce Brown (20122015) ,RB ,BUF ,PHI ,24,4,2150880,537720,50880,2.37,2016
Josh Chapman (20122015) ,DT ,IND ,IND ,26,4,2150512,537628,215512,10.02,2016
Deangelo Tyson (20122015) ,DE ,BAL ,BAL ,26,4,2147592,536898,47592,2.22,2016
Kelvin Beachum (20122015) ,LT ,PIT ,PIT ,25,4,2145896,536474,45896,2.14,2016
Markus Kuhn (20122015) ,DT ,NYG ,NYG ,29,4,2145896,536474,45896,2.14,2016
Brittan Golden (20132016) ,WR ,ARI ,ARI ,27,3,1605000,535000, , ,2017
Jemea Thomas (20142016) ,CB ,TEN ,TEN ,25,3,1605000,535000, , ,2017
Takoby Cofield (20152017) ,T ,WAS ,WAS ,0,3,1600000,533333,25000,1.56,2018
La'el Collins (20152017) ,T ,DAL ,DAL ,0,3,1599500,533167,1599500,100,2018
Jimmy Hall (20152017) ,S ,OAK ,OAK ,0,3,1595000,531667,20000,1.25,2018
Alani Fua (20152017) ,LB ,ARI ,ARI ,23,3,1592000,530667,17000,1.07,2018
Sean Donnelly (20152017) ,T ,NYG ,NYG ,0,3,1590000,530000,15000,0.94,2018
Louis TrincaPasat (20152017) ,DT ,STL ,STL ,0,3,1590000,530000,25000,1.57,2018
Arthur Miley (20152017) ,DT ,CAR ,CAR ,22,3,1590000,530000,15000,0.94,2018
George Farmer (20152017) ,WR ,DAL ,DAL ,0,3,1590000,530000,55000,3.46,2018
Justin Coleman (20152017) ,CB ,MIN ,MIN ,0,3,1590000,530000,15000,0.94,2018
David Andrews (20152017) ,C ,NE ,NE ,0,3,1590000,530000,15000,0.94,2018
Chris Harper (20152017) ,WR ,NE ,NE ,0,3,1590000,530000,20000,1.26,2018
Davon Walls (20152017) ,DT ,NYJ ,NYJ ,0,3,1590000,530000,15000,0.94,2018
Triston Wade (20152017) ,S ,SEA ,SEA ,0,3,1590000,530000,15000,0.94,2018
Dean Marlowe (20152017) ,S ,CAR ,CAR ,23,3,1590000,530000,15000,0.94,2018
Thomas Rawls (20152017) ,RB ,SEA ,SEA ,0,3,1590000,530000,15000,0.94,2018
Ryan Delaire (20152017) ,DT ,TB ,TB ,0,3,1590000,530000,15000,0.94,2018
Rob Crisp (20152017) ,T ,ARI ,ARI ,24,3,1590000,530000,15000,0.94,2018
A.J. Francis (20152015) ,DT ,MIA ,MIA ,25,1,530000,530000, , ,2016
Robertson Daniel (20152017) ,CB ,OAK ,OAK ,0,3,1587500,529167,12500,0.79,2018
Thurston Armbrister (20152017) ,OLB ,JAC ,JAC ,0,3,1587500,529167,12500,0.79,2018
Mike Hull (20152017) ,ILB ,MIA ,MIA ,0,3,1587500,529167,12500,0.79,2018
Akeem Hunt (20152017) ,RB ,NYG ,NYG ,0,3,1587500,529167,12500,0.79,2018
Cody Fajardo (20152017) ,QB ,OAK ,OAK ,0,3,1587500,529167,12500,0.79,2018
Josue Matias (20152017) ,G ,TEN ,TEN ,0,3,1587500,529167,12500,0.79,2018
Isaiah Johnson (20152017) ,S ,DET ,DET ,0,3,1587000,529000,12000,0.76,2018
Curtis Riley (20152017) ,CB ,TEN ,TEN ,0,3,1587000,529000,12000,0.76,2018
Delvin Breaux (20152017) ,CB ,NO ,NO ,25,3,1587000,529000,150000,9.45,2018
Cedric Reed (20152017) ,DE ,BUF ,BUF ,22,3,1587000,529000,12000,0.76,2018
Aundrey Walker (20152017) ,G ,MIA ,MIA ,0,3,1586000,528667,11000,0.69,2018
J.R. Tavai (20152017) ,DT ,TEN ,TEN ,0,3,1586000,528667,11000,0.69,2018
B.J. Larsen (20152017) ,DE ,BUF ,BUF ,26,3,1586000,528667,11000,0.69,2018
Torrian Wilson (20152017) ,T ,DET ,DET ,0,3,1586000,528667,11000,0.69,2018
Kennan Lambert (20152017) ,S ,SEA ,SEA ,0,3,1585000,528333,10000,0.63,2018
Andrew East (20152017) ,LS ,KC ,KC ,0,3,1585000,528333,10000,0.63,2018
David Irving (20152017) ,DT ,KC ,KC ,0,3,1585000,528333,10000,0.63,2018
Blaine Clausell (20152017) ,T ,BAL ,BAL ,23,3,1585000,528333,10000,0.63,2018
Justin March (20152017) ,OLB ,KC ,KC ,0,3,1585000,528333,10000,0.63,2018
Troy Hill (20152017) ,CB ,CIN ,CIN ,23,3,1585000,528333,5500,0.35,2018
Lucky Whitehead (20152017) ,WR ,DAL ,DAL ,0,3,1585000,528333,10000,0.63,2018
Bryan Bennett (20152017) ,QB ,IND ,IND ,0,3,1585000,528333,10000,0.63,2018
Zach Vigil (20152017) ,LB ,MIA ,MIA ,0,3,1585000,528333,10000,0.63,2018
Taylor Heinike (20152017) ,QB ,MIN ,MIN ,0,3,1585000,528333,10000,0.63,2018
Kaleb Eulls (20152017) ,DT ,NO ,NO ,0,3,1585000,528333,10000,0.63,2018
Taiwan Jones (20152017) ,LB ,NYJ ,NYJ ,0,3,1585000,528333,10000,0.63,2018
Wes Saxton (20152017) ,TE ,NYJ ,NYJ ,0,3,1585000,528333,10000,0.63,2018
Mike Coccia (20152017) ,T ,PHI ,PHI ,0,3,1585000,528333,10000,0.63,2018
Eric Tomlinson (20152017) ,TE ,PHI ,PHI ,0,3,1585000,528333,10000,0.63,2018
B.J. Finney (20152017) ,C ,PIT ,PIT ,0,3,1585000,528333,10000,0.63,2018
Tyreek Burrell (20152017) ,T ,SD ,SD ,0,3,1585000,528333,10000,0.63,2018
Issac Blakeney (20152017) ,WR ,SF ,SF ,0,3,1585000,528333,10000,0.63,2018
Shane Carden (20152017) ,QB ,CHI ,CHI ,23,3,1585000,528333,10000,0.63,2018
Vernon Johnson (20152017) ,WR ,DET ,DET ,0,3,1585000,528333,10000,0.63,2018
Chris Hackett (20152017) ,S ,TB ,TB ,0,3,1585000,528333,10000,0.63,2018
Zack Hodges (20152017) ,OLB ,IND ,IND ,0,3,1585000,528333,10000,0.63,2018
Caushaud Lyons (20152017) ,DE ,TB ,TB ,0,3,1585000,528333,10000,0.63,2018
Donatella Luckett (20152017) ,WR ,KC ,KC ,0,3,1585000,528333,10000,0.63,2018
DaVaris Daniels (20152017) ,WR ,MIN ,MIN ,0,3,1585000,528333,10000,0.63,2018
Anthony Harris (20152017) ,S ,MIN ,MIN ,0,3,1585000,528333,10000,0.63,2018
Sean Hickey (20152017) ,T ,NO ,NO ,0,3,1585000,528333,22500,1.42,2018
Brett Boyko (20152017) ,G ,PHI ,PHI ,0,3,1585000,528333,20000,1.26,2018
Dylan Thompson (20152017) ,QB ,SF ,SF ,0,3,1585000,528333,20000,1.26,2018
Marcus Rush (20152017) ,DT ,SF ,SF ,0,3,1585000,528333,10000,0.63,2018
Lynden Trail (20152017) ,OLB ,HOU ,HOU ,0,3,1585000,528333,10000,0.63,2018
Gabe Holmes (20152017) ,TE ,OAK ,OAK ,0,3,1585000,528333,10000,0.63,2018
Nick Easton (20152017) ,G ,BAL ,BAL ,23,3,1584000,528000,9000,0.57,2018
Darryl Baldwin (20152017) ,G ,BAL ,BAL ,23,3,1584000,528000,9000,0.57,2018
Julian Wilson (20152017) ,CB ,BAL ,BAL ,23,3,1584000,528000,9000,0.57,2018
Jaxon Shipley (20152017) ,WR ,ARI ,ARI ,23,3,1584000,528000,9000,0.57,2018
Rannell Hall (20152017) ,WR ,TB ,TB ,0,3,1584000,528000,9000,0.57,2018
Leon Orr (20152017) ,DT ,OAK ,OAK ,0,3,1583500,527833,8500,0.54,2018
Malcolm Brown (20152017) ,RB ,STL ,STL ,0,3,1583500,527833,8500,0.54,2018
Durell Eskridge (20152017) ,S ,NYJ ,NYJ ,0,3,1583500,527833,13500,0.85,2018
Dillon Day (20152017) ,C ,DEN ,DEN ,0,3,1583000,527667,8000,0.51,2018
Junior Sylvestre (20152017) ,LB ,IND ,IND ,0,3,1583000,527667,8000,0.51,2018
Jordan Leslie (20152017) ,WR ,MIN ,MIN ,0,3,1583000,527667,8000,0.51,2018
Jarryd Hayne (20152017) ,RB ,SF ,SF ,27,3,1583000,527667,108000,6.82,2018
Dominique Brown (20152017) ,RB ,TB ,TB ,0,3,1583000,527667,8000,0.51,2018
Josh Keyes (20152017) ,LB ,TB ,TB ,0,3,1583000,527667,8000,0.51,2018
Yannik CudjoeVirgil (20152017) ,OLB ,TEN ,TEN ,0,3,1583000,527667,8000,0.51,2018
Miles Dieffenbach (20152017) ,C ,PIT ,PIT ,0,3,1583000,527667,8000,0.51,2018
Donald Celiscar (20152018) ,CB ,IND ,IND ,0,3,1583000,527667,8000,0.51,2019
C.J. Roberts (20152017) ,CB ,ARI ,ARI ,23,3,1583000,527667,8000,0.51,2018
Zack Wagenmann (20152017) ,DE ,ARI ,ARI ,22,3,1583000,527667,8000,0.51,2018
Xavier Williams (20152017) ,DT ,ARI ,ARI ,23,3,1583000,527667,8000,0.51,2018
Deandre Carter (20152017) ,WR ,BAL ,BAL ,22,3,1582500,527500,7500,0.47,2018
Bryce Callahan (20152017) ,CB ,CHI ,CHI ,23,3,1582500,527500,7500,0.47,2018
Antwan Goodley (20152017) ,WR ,DAL ,DAL ,0,3,1582500,527500,7500,0.47,2018
Kyle Brindza (20152017) ,K ,DET ,DET ,0,3,1582500,527500,7500,0.47,2018
Malcolm Bunche (20152017) ,T ,PHI ,PHI ,0,3,1582500,527500,7500,0.47,2018
A.J. Tarpley (20152017) ,ILB ,BUF ,BUF ,23,3,1582500,527500,7500,0.47,2018
Jordan Taylor (20152017) ,WR ,DEN ,DEN ,0,3,1582500,527500,7500,0.47,2018
Darrell Williams (20152017) ,T ,STL ,STL ,0,3,1582500,527500,7500,0.47,2018
Corey Crawford (20152017) ,DE ,WAS ,WAS ,0,3,1582500,527500,7500,0.47,2018
Tavaris Barnes (20152017) ,DL ,NO ,NO ,0,3,1582500,527500,7500,0.47,2018
Josh Harper (20152017) ,WR ,OAK ,OAK ,23,3,1582500,527500,7500,0.47,2018
Titus Davis (20152017) ,WR ,SD ,SD ,0,3,1582500,527500,7500,0.47,2018
Brock Hekking (20152017) ,OLB ,SD ,SD ,0,3,1582500,527500,7500,0.47,2018
Gavin Lutman (20152017) ,WR ,MIN ,MIN ,0,3,1582500,527500,7500,0.47,2018
Cody Prewitt (20152017) ,S ,TEN ,TEN ,0,3,1582500,527500,7500,0.47,2018
Jermaine Whitehead (20152017) ,S ,SF ,SF ,0,3,1582500,527500,7500,0.47,2018
Travis Raciti (20152017) ,DT ,PHI ,PHI ,0,3,1582500,527500,17500,1.11,2018
Quayshawn Nealy (20152017) ,ILB ,SEA ,SEA ,0,3,1582500,527500,7500,0.47,2018
Tyson Chandler (20152017) ,T ,BUF ,BUF ,24,3,1582500,527500,7500,0.47,2018
Tony Washington (20152017) ,OLB ,HOU ,HOU ,0,3,1582500,527500,7500,0.47,2018
Brian Parker (20152017) ,TE ,SD ,SD ,0,3,1582000,527333,7000,0.44,2018
Casey Pierce (20152017) ,TE ,DET ,DET ,0,3,1582000,527333,7000,0.44,2018
Cody Riggs (20152017) ,CB ,TEN ,TEN ,0,3,1582000,527333,7000,0.44,2018
DeAndre White (20152017) ,WR ,SF ,SF ,0,3,1582000,527333,7000,0.44,2018
Kaleb Johnson (20152017) ,T ,BAL ,BAL ,22,3,1581500,527167,6500,0.41,2018
Bradley Marquez (20152017) ,WR ,STL ,STL ,0,3,1581500,527167,6500,0.41,2018
Jeff Luc (20152017) ,ILB ,MIA ,MIA ,0,3,1581500,527167,6500,0.41,2018
Christion Jones (20152017) ,WR ,MIA ,MIA ,0,3,1581500,527167,6500,0.41,2018
John Harris (20152017) ,WR ,PHI ,PHI ,0,3,1581000,527000,6000,0.38,2018
Cyril Lemon (20152017) ,G ,NO ,NO ,0,3,1581000,527000,6000,0.38,2018
Al Bond (20152017) ,G ,DET ,DET ,0,3,1581000,527000,6000,0.38,2018
Brennen Beyer (20152017) ,DE ,BAL ,BAL ,22,3,1581000,527000,6000,0.38,2018
Cameron Meredith (20152017) ,WR ,CHI ,CHI ,22,3,1581000,527000,6000,0.38,2018
Justin Tukes (20152017) ,TE ,PHI ,PHI ,0,3,1581000,527000,6000,0.38,2018
Gordon Hill (20152017) ,CB ,SD ,SD ,0,3,1581000,527000,6000,0.38,2018
Jesse Davis (20152017) ,T ,SEA ,SEA ,0,3,1581000,527000,6000,0.38,2018
Terrell Watson (20152017) ,RB ,CIN ,CIN ,21,3,1581000,527000,6000,0.38,2018
Greg Mancz (20152017) ,C ,HOU ,HOU ,0,3,1581000,527000,6000,0.38,2018
Tyler Varga (20152017) ,RB ,IND ,IND ,0,3,1581000,527000,6000,0.38,2018
Quinton Spain (20152017) ,G ,TEN ,TEN ,0,3,1581000,527000,6000,0.38,2018
Dres Anderson (20152017) ,WR ,SF ,SF ,0,3,1581000,527000,6000,0.38,2018
Marcus PierceBrewster (20152017) ,LB ,NO ,NO ,0,3,1581000,527000,6000,0.38,2018
Andre Davis (20152017) ,WR ,BUF ,BUF ,21,3,1581000,527000,6000,0.38,2018
Andrew Hudson (20152017) ,OLB ,BUF ,BUF ,23,3,1581000,527000,6000,0.38,2018
Floyd Raven (20152017) ,S ,CIN ,CIN ,22,3,1580500,526833,5500,0.35,2018
Ashaad Mabry (20152017) ,DT ,NO ,NO ,0,3,1580400,526800,5400,0.34,2018
Harold Spears (20152017) ,TE ,GB ,GB ,0,3,1580400,526800,5400,0.34,2018
R.J. Harris (20152017) ,WR ,NO ,NO ,0,3,1580400,526800,5400,0.34,2018
Matt Robinson (20152017) ,ILB ,JAC ,JAC ,0,3,1580000,526667,5000,0.32,2018
Josh Shirley (20152017) ,LB ,OAK ,OAK ,0,3,1580000,526667,5000,0.32,2018
Kevin Short (20152017) ,CB ,KC ,KC ,0,3,1580000,526667,5000,0.32,2018
Quan Bray (20152017) ,WR ,IND ,IND ,0,3,1580000,526667,5000,0.32,2018
Olsen Pierre (20152017) ,DT ,CHI ,CHI ,23,3,1580000,526667,5000,0.32,2018
John Timu (20152017) ,ILB ,CHI ,CHI ,22,3,1580000,526667,5000,0.32,2018
Kenny Cook (20152017) ,WR ,KC ,KC ,0,3,1580000,526667,5000,0.32,2018
Mitchell Henry (20152017) ,TE ,GB ,GB ,0,3,1580000,526667,5000,0.32,2018
Tory Slater (20152017) ,DT ,CLE ,SEA ,22,3,1580000,526667,5000,0.32,2018
Levi Norwood (20152017) ,WR ,CHI ,CHI ,23,3,1580000,526667,5000,0.32,2018
Charles Tuaau (20152017) ,DT ,KC ,KC ,0,3,1580000,526667,5000,0.32,2018
LaDarius Gunter (20152017) ,CB ,GB ,GB ,0,3,1580000,526667,5000,0.32,2018
James Vaughters (20152017) ,LB ,GB ,GB ,0,3,1580000,526667,5000,0.32,2018
